,origin,destination,date,amount,transaction-type,x,y
0,001-313-901-5381x549,310,2020-10-06 15:58:43,,phonecall,-84.56011999999998,33.813150000000064
1,001-313-901-5381x549,15,2020-09-23 05:47:30,,phonecall,-84.56011999999998,33.813150000000064
2,001-313-901-5381x549,97,2020-09-12 22:40:37,,phonecall,-84.56011999999998,33.813150000000064
3,001-313-901-5381x549,411,2020-09-23 12:50:28,,phonecall,-84.56011999999998,33.813150000000064
4,001-313-901-5381x549,283,2020-09-23 22:15:39,,phonecall,-84.56011999999998,33.813150000000064
5,001-313-901-5381x549,404,2020-10-01 03:33:11,,phonecall,-84.56011999999998,33.813150000000064
6,001-313-901-5381x549,109,2020-10-02 00:56:07,,phonecall,-84.56011999999998,33.813150000000064
7,001-313-901-5381x549,60,2020-10-02 19:39:30,,phonecall,-84.56011999999998,33.813150000000064
8,001-313-901-5381x549,476,2020-09-12 12:08:45,,phonecall,-84.56011999999998,33.813150000000064
9,001-313-901-5381x549,136,2020-09-18 17:12:24,,phonecall,-84.56011999999998,33.813150000000064
10,833-674-6464x50864,117,2020-09-22 14:29:39,,phonecall,6.259559814000056,48.671665000000075
11,833-674-6464x50864,139,2020-09-09 08:36:31,,phonecall,6.259559814000056,48.671665000000075
12,833-674-6464x50864,351,2020-09-09 12:30:52,,phonecall,6.259559814000056,48.671665000000075
13,833-674-6464x50864,395,2020-09-10 17:09:50,,phonecall,6.259559814000056,48.671665000000075
14,833-674-6464x50864,335,2020-10-06 02:51:21,,phonecall,6.259559814000056,48.671665000000075
15,833-674-6464x50864,271,2020-10-02 21:18:04,,phonecall,6.259559814000056,48.671665000000075
16,+1-289-202-2337x64013,280,2020-09-13 04:06:45,,phonecall,-4.278409999999951,38.20458711200007
17,+1-289-202-2337x64013,195,2020-09-24 16:43:08,,phonecall,-4.278409999999951,38.20458711200007
18,+1-289-202-2337x64013,150,2020-09-09 11:54:01,,phonecall,-4.278409999999951,38.20458711200007
19,+1-289-202-2337x64013,103,2020-09-19 02:14:49,,phonecall,-4.278409999999951,38.20458711200007
20,+1-289-202-2337x64013,391,2020-09-13 19:07:23,,phonecall,-4.278409999999951,38.20458711200007
